id,sample_token,error_m,used_field
1542799322148077-cb4504edb87a40d4b650cd5860f6c3b7,cb4504edb87a40d4b650cd5860f6c3b7,0.5194524352997336,distance_m
1542799322647937-c24a9059f9f149a69a0d534026f5b20e,c24a9059f9f149a69a0d534026f5b20e,0.7499173350834928,distance_m
1542799323147809-98bf27ef19ff41fe9c46bb8fff168076,98bf27ef19ff41fe9c46bb8fff168076,0.5047750593218453,distance_m
1542799323647703-a6a8c30913934fae8c7dce55e3c8022b,a6a8c30913934fae8c7dce55e3c8022b,0.6036406249593512,distance_m
1542799324147590-fff51b00bf394365a4eea2b279224312,fff51b00bf394365a4eea2b279224312,0.5150892294109523,distance_m
1542799324647434-97d92ade9a3b44ae8fbfb1132ac18b0e,97d92ade9a3b44ae8fbfb1132ac18b0e,0.6815645858611021,distance_m
1542799325147314-d3c067cedbb041f48b3b6034c691b21f,d3c067cedbb041f48b3b6034c691b21f,0.8608890492988162,distance_m
1542799325647187-c3cbd08daa714dc4922236d8e224e562,c3cbd08daa714dc4922236d8e224e562,0.4402628400901311,distance_m
1542799326196825-03d01b47ef714213b94aae1b95d5b44e,03d01b47ef714213b94aae1b95d5b44e,0.8028401249764866,distance_m
1542799326696739-bdea805e042d412c92ad5c6e4ca7385b,bdea805e042d412c92ad5c6e4ca7385b,0.9982630575642634,distance_m
1542799327197134-a945d7d02c7a4ef98f1b5aaa1557f546,a945d7d02c7a4ef98f1b5aaa1557f546,0.8909632840386081,distance_m
1542799327697584-b4b81cfd5d734881ad386e5c2b00ed4a,b4b81cfd5d734881ad386e5c2b00ed4a,0.909345440284233,distance_m
1542799328197456-f1424d3ab0e145a5a60d67c95164f156,f1424d3ab0e145a5a60d67c95164f156,0.1540643569279887,distance_m
1542799328697874-d8e49e69a437461b8fb2bdfbff330a04,d8e49e69a437461b8fb2bdfbff330a04,1.0591548806061604,distance_m
1542799329198296-3aeb1dd281504f3098eb78149fca78e2,3aeb1dd281504f3098eb78149fca78e2,220.8248740518151,distance_m
1542799329698177-3f8c45e9f1b84f5abc2d4898f20c60b6,3f8c45e9f1b84f5abc2d4898f20c60b6,246.77140231396345,distance_m
1542799330198603-54c58e9e2c054cc290b17a6164fbcd0f,54c58e9e2c054cc290b17a6164fbcd0f,0.18323501193844668,distance_m
1542799330698477-b32c097663ff4d30b83bd1857d64e790,b32c097663ff4d30b83bd1857d64e790,0.8211798178658443,distance_m
1542799331198914-5cea96ab7d324d958bb1db9da621b43c,5cea96ab7d324d958bb1db9da621b43c,183.9323924707119,distance_m
1542799331699349-2ff6e2f9910b483ab578f0e162ee7c64,2ff6e2f9910b483ab578f0e162ee7c64,0.3456052320507382,distance_m
1542799332199210-eb82a835419149aeae82c5e8ea64377b,eb82a835419149aeae82c5e8ea64377b,0.4052574580119908,distance_m
1542799332699105-c867c2092b554a5fb7a7db226dd7926a,c867c2092b554a5fb7a7db226dd7926a,115.84742120565309,distance_m
1542799333198412-913104aa7a4f4917a651fdc062c7fc30,913104aa7a4f4917a651fdc062c7fc30,81.98856627603632,distance_m
1542799333698296-52ee039a8a97433987bba833d15396ab,52ee039a8a97433987bba833d15396ab,0.6791360455849356,distance_m
1542799334198168-82f21b3a1e094ab3bfaced9fc03c422c,82f21b3a1e094ab3bfaced9fc03c422c,0.38497859640979953,distance_m
