id,sample_token,error_m,used_field
1537295813898777-67d2d74087714e4994a68c7347acf55a,67d2d74087714e4994a68c7347acf55a,1.867973938793312,distance_m
1537295814398143-5c925e480ce5437eb6d362105100c760,5c925e480ce5437eb6d362105100c760,1.0097252785424369,distance_m
1537295814897405-924154c08a8549c3b1e4a7e20aa0ab77,924154c08a8549c3b1e4a7e20aa0ab77,1.1678413401763668,distance_m
1537295815397298-6a2b60e5f9ef4cb2a71ac115a3b105bc,6a2b60e5f9ef4cb2a71ac115a3b105bc,0.6906769738271454,distance_m
1537295815897725-5bc6ae14c495473495ad8585b8eee2c6,5bc6ae14c495473495ad8585b8eee2c6,0.9218525761458023,distance_m
1537295816397605-a08cf86f5b2a4f5abdee5756820aa66f,a08cf86f5b2a4f5abdee5756820aa66f,1.106673022085469,distance_m
1537295816897486-ef659588544742c3beca0e3be01f3616,ef659588544742c3beca0e3be01f3616,1.1146241463192388,distance_m
1537295817397917-703ac7e5928a41c7a3138afa74e157ad,703ac7e5928a41c7a3138afa74e157ad,0.9825149669479011,distance_m
1537295817897772-b39c76ccfad24cce9fedc2f27522e14a,b39c76ccfad24cce9fedc2f27522e14a,0.953555434260732,distance_m
1537295818398237-84a3ca70e40a4c5b94172cd8e20971a3,84a3ca70e40a4c5b94172cd8e20971a3,0.9198856905702784,distance_m
1537295818899186-98fc274ca14d44a5b9117fbfb04d18b1,98fc274ca14d44a5b9117fbfb04d18b1,23.635249099596983,distance_m
1537295819399082-2e74db7a04ef4ef49ec7f136a260a878,2e74db7a04ef4ef49ec7f136a260a878,1.1413621022335356,distance_m
1537295819899502-838383739cd2432f9759eab414b7f7e8,838383739cd2432f9759eab414b7f7e8,0.6336175778199545,distance_m
1537295820399399-552970375d5149e48d5667698a692ed6,552970375d5149e48d5667698a692ed6,1.0232889554781428,distance_m
1537295820899801-656ec137f292487fb7685d39dc162b03,656ec137f292487fb7685d39dc162b03,0.8944198770704862,distance_m
1537295821449439-823fda8d134347afae8f1ef5087c0abe,823fda8d134347afae8f1ef5087c0abe,0.959235174570223,distance_m
1537295821949873-abe369cad4eb4112999d2919a0e91a78,abe369cad4eb4112999d2919a0e91a78,60.52646475307104,distance_m
1537295822449743-072e60abec274513ac4749e8c3d579e5,072e60abec274513ac4749e8c3d579e5,0.8072401314365936,distance_m
1537295822949644-0c7b5c0f1eb84fe28c2d50649809b448,0c7b5c0f1eb84fe28c2d50649809b448,0.8295563784520779,distance_m
1537295823450044-d48ee866a8f2421aaad395730715c179,d48ee866a8f2421aaad395730715c179,0.9797749401425339,distance_m
1537295823949927-668349dd12da4e1fa5d777634af88c32,668349dd12da4e1fa5d777634af88c32,0.7439895102401195,distance_m
1537295824450372-30d4b68f9cd0430b96c3323e2f995425,30d4b68f9cd0430b96c3323e2f995425,1.3102546325512785,distance_m
1537295824950242-0e8e2f64b807428ca4ed5bc33c996389,0e8e2f64b807428ca4ed5bc33c996389,1.0179232651311014,distance_m
1537295825450121-21e354a1dc9b42498ed1bb4b050bb2d9,21e354a1dc9b42498ed1bb4b050bb2d9,0.968935028043198,distance_m
