id,sample_token,error_m,used_field
1542799342148091-e74b8ce0b1824e0c8167f2534d8d4f7d,e74b8ce0b1824e0c8167f2534d8d4f7d,1.3992956304684965,distance_m
1542799342698277-e06c4c64a1bc4e8a8d2a6d31a9cb5638,e06c4c64a1bc4e8a8d2a6d31a9cb5638,0.9164345132814209,distance_m
1542799343198148-e7e330644fcf4526bde068fe637a3bc3,e7e330644fcf4526bde068fe637a3bc3,1.2192141720523468,distance_m
1542799343698038-0660df67866547b09bf286b9fe0b05f2,0660df67866547b09bf286b9fe0b05f2,74.7938834397573,distance_m
1542799344197916-ffced1bcacb046af9928fe92d99fdb23,ffced1bcacb046af9928fe92d99fdb23,0.6738715478667748,distance_m
1542799344697219-ce3718b3d5a4404c80b724e1b15cf7bf,ce3718b3d5a4404c80b724e1b15cf7bf,0.33096104521620473,distance_m
1542799345197128-f868336acfca41f6b3b7a3d1b6518691,f868336acfca41f6b3b7a3d1b6518691,74.64331852215575,distance_m
1542799345696426-a5f8715674ad4460b583cf6067096e5b,a5f8715674ad4460b583cf6067096e5b,0.729573392063492,distance_m
1542799346196297-5961c01ec5e04ee48959a30d2b337c57,5961c01ec5e04ee48959a30d2b337c57,0.5332465817284371,distance_m
1542799346697289-6a572eb7bc84490487b6fad4266bc0d4,6a572eb7bc84490487b6fad4266bc0d4,0.39871125196151724,distance_m
1542799347197711-2f51a63b389c4a42afa5b546e4f90166,2f51a63b389c4a42afa5b546e4f90166,0.8139147490714056,distance_m
1542799347698152-2b92bd1ee0d042fc982e0f2d9e118fb2,2b92bd1ee0d042fc982e0f2d9e118fb2,0.6031955013014983,distance_m
1542799348149388-a1314158808d4881a31159a8bda55eed,a1314158808d4881a31159a8bda55eed,0.666761357862346,distance_m
1542799348649809-75095aa9246548d3828c49560503ac6a,75095aa9246548d3828c49560503ac6a,0.9583176828083801,distance_m
1542799349150252-2fd7d4c5a1c14f2baceb354cc049866c,2fd7d4c5a1c14f2baceb354cc049866c,0.7331374933459199,distance_m
1542799349649556-d6297a6fb5da4257935e7792c5ac2ad1,d6297a6fb5da4257935e7792c5ac2ad1,1.2607324721515811,distance_m
1542799350148879-93e406fbff494e06b31110c723ea6210,93e406fbff494e06b31110c723ea6210,1.8647089743986873,distance_m
1542799350648763-6260ad08aebf4f62acdbf6adbaa3a6e2,6260ad08aebf4f62acdbf6adbaa3a6e2,1.7071681769406433,distance_m
1542799351148077-590dfd438d7349b5923a49b9d71a952a,590dfd438d7349b5923a49b9d71a952a,0.35589895036392766,distance_m
1542799542148297-dc2def2a7bc94693b67eba2ffbe13a56,dc2def2a7bc94693b67eba2ffbe13a56,57.21123141481924,distance_m
1542799542648730-d528a32b7367451e84f119068d4568a0,d528a32b7367451e84f119068d4568a0,0.8122725281557743,distance_m
1542799543148073-6350cb22be8c458792dee63332f31617,6350cb22be8c458792dee63332f31617,42.850029171518656,distance_m
1542799543647403-7aac5fbd9a7348ce9f85890881ec0dfb,7aac5fbd9a7348ce9f85890881ec0dfb,65.54864605771807,distance_m
1542799544147259-cc4e11cedcc84ec9add244318e24367e,cc4e11cedcc84ec9add244318e24367e,1.112353871879604,distance_m
1542799544647181-32e623d951244e09a4ae29f2d0bcf901,32e623d951244e09a4ae29f2d0bcf901,1.7929754562802034,distance_m
1542799545197404-e504fa8b548f4ae48bf687918ef001b4,e504fa8b548f4ae48bf687918ef001b4,18.478109020701552,distance_m
1542799545697753-9e6eb8eefe2f4facabe681aca09cea2d,9e6eb8eefe2f4facabe681aca09cea2d,57.581464031405105,distance_m
1542799546198732-c2848cc504144003a6e1eac71a6918b9,c2848cc504144003a6e1eac71a6918b9,56.9264876836785,distance_m
1542799546699165-f7a93963d6cc431099c3e6943cda4d72,f7a93963d6cc431099c3e6943cda4d72,1.593747007050963,distance_m
1542799547198488-0acd18a285544d33a6bbb11fe37af5bd,0acd18a285544d33a6bbb11fe37af5bd,1.098673480503568,distance_m
1542799547698941-092eac44a74545b39d53c642a06eaa2e,092eac44a74545b39d53c642a06eaa2e,204.78433778001676,distance_m
1542799548199342-ccc19df4b0784fb28d67f76645641bc7,ccc19df4b0784fb28d67f76645641bc7,1.4011388851021473,distance_m
1542799548698670-35631dcce7344b718daeb946b5f93885,35631dcce7344b718daeb946b5f93885,1.1781336137336857,distance_m
1542799549198546-f3fc850f424f44ae866df4abf31f8061,f3fc850f424f44ae866df4abf31f8061,62.2545179083414,distance_m
1542799549698418-d9288fbf3bfc4385882d8d370ed76bd5,d9288fbf3bfc4385882d8d370ed76bd5,0.3532161261425686,distance_m
1542799550698746-219b015962a64430a81777d8befc808d,219b015962a64430a81777d8befc808d,349.75723723748735,distance_m
1542799551698494-62c42fb649fa4219a5798e454fafcf58,62c42fb649fa4219a5798e454fafcf58,0.34021548562111154,distance_m
1542799552198348-eb921f246e03450eb33e1653429ee60b,eb921f246e03450eb33e1653429ee60b,293.7118060276093,distance_m
1542799553198097-3adfe1171bb448f9a639e4bc3bc3dc11,3adfe1171bb448f9a639e4bc3bc3dc11,0.8638302110879652,distance_m
1542799553697985-957fae2cf2444a1b96034143dc2a5ca9,957fae2cf2444a1b96034143dc2a5ca9,1.0733860638686052,distance_m
1542799554197850-90c191b41e6641c9bd4a66b3cb90bf74,90c191b41e6641c9bd4a66b3cb90bf74,0.6121281069954508,distance_m
1542799554697729-41664d45adc8443cb32b2020b37dbbf1,41664d45adc8443cb32b2020b37dbbf1,1.8041347506711023,distance_m
1542799555197603-e837c2061aa14c56bc2b1969f56dc372,e837c2061aa14c56bc2b1969f56dc372,57.55355944967696,distance_m
1542799555697482-b1193640cf1f41e5b5baa193e241d92b,b1193640cf1f41e5b5baa193e241d92b,59.4413197934687,distance_m
1542799556197382-67ecfc106e28417a85c3279ed4bcfedf,67ecfc106e28417a85c3279ed4bcfedf,1.0080057659347312,distance_m
1542799556697237-0b356d1230cc4cf9b50580c6b432576f,0b356d1230cc4cf9b50580c6b432576f,0.5854800637354207,distance_m
